16305,334741,9051641,275651017,335350,6915238,187041332,8992894,185449490,270587170,16305,-5457617264,1.83E+15,-6.11E+20,-5467546400,1.83E+15,-6.13E+20,1.83E+15,-6.14E+20,-6.15E+20,3.15E+53,-1.11E+55,3.42E+62,-2.18E+67,-1.11E+55,1.70E+61,-1.57E+66,3.42E+62,-1.57E+66,-2.18E+67,129,61,71,90,53,128,24,51,59,152,22,47,132,70,114,125,92,99,37,28,0,11,15,6,14,1,1,1,13,6,13,18,19,8,10,1,13,10,10,10,10,10,10,10,10,6,15,15,1,15,1,1,1,6,1,3,1,6,13,6,13,4,13,2,1,17,10,18,14,6,9,5,5,6,20,5,16,1,1,1,18,5,13,1,12,1,16,15,2,16,19,17,10,15,12,13,3,13,15,15,20,17,10,20,11,9,18,1,9,1,13,18,13,2,16,6,13,6,15,18,15,17,20,1
16427,339380,9182510,279066800,339727,6954501,186727501,9150167,186211775,276518701,16427,-5574655880,1.89E+15,-6.42E+20,-5580355702,1.89E+15,-6.43E+20,1.90E+15,-6.43E+20,-6.44E+20,3.17E+53,-3.46E+55,3.47E+62,-2.24E+67,-3.46E+55,1.73E+61,-1.62E+66,3.47E+62,-1.62E+66,-2.24E+67,135,65,57,95,56,126,30,35,49,160,35,36,127,57,105,155,96,97,35,34,0,11,4,12,17,6,19,11,6,9,6,7,15,11,17,13,1,2,13,10,10,10,16,18,8,10,16,10,15,10,1,17,1,5,3,13,1,13,16,1,2,16,1,10,1,16,6,18,10,20,6,1,5,16,10,14,3,10,5,13,17,8,1,16,6,2,16,19,17,10,4,12,13,3,13,17,9,20,16,10,20,10,15,5,12,15,14,4,14,18,2,1,7,5,1,13,15,10,10,13,10,3,7,1
16083,328844,8900396,270843146,313439,6405941,173710205,8045251,164145995,232349933,16083,-5288469208,1.74E+15,-5.72E+20,-5040725998,1.66E+15,-5.45E+20,1.58E+15,-5.19E+20,-4.95E+20,3.10E+53,2.06E+56,3.14E+62,-1.82E+67,2.06E+56,1.59E+61,-1.16E+66,3.14E+62,-1.16E+66,-1.82E+67,80,61,67,93,62,87,38,69,73,141,47,72,72,73,80,135,106,99,32,35,0,11,9,1,18,15,12,10,10,8,20,8,5,16,17,20,10,10,18,11,5,6,5,12,1,1,14,3,5,19,2,16,17,10,18,9,6,18,8,20,6,16,20,16,18,16,4,11,5,13,9,12,5,17,12,2,17,19,17,10,4,12,13,3,13,17,9,20,16,8,20,10,9,5,16,9,9,3,10,16,2,16,12,5,16,10,10,1,20,14,5,3,7,5,16,7,4,9,8,9,3,10,10,1
5659,70491,1148743,21045075,68246,856137,14001065,1066790,13445333,18672284,5659,-398838078,2.81E+13,-1.98E+18,-386135868,2.72E+13,-1.92E+18,2.63E+13,-1.86E+18,-1.80E+18,8.30E+28,1.15E+31,6.27E+36,-9.06E+40,1.15E+31,3.21E+35,-6.51E+39,6.27E+36,-6.51E+39,-9.06E+40,52,5,29,35,16,36,9,12,43,53,15,21,33,33,30,59,24,24,4,19,0,11,16,10,16,15,16,4,4,11,7,15,10,17,4,12,18,20,9,17,8,11,4,14,5,12,13,16,10,15,12,5,8,1,11,6,9,12,20,4,9,1,10,1,6,18,17,20,1,1,9,6,20,5,3,1,10,18,9,11,6,4,10,1,16,4,16,14,6,16,9,4,10,6,3,18,10,5,14,11,1,4,18,7,15,14,8,14,12,14,10,4,4,11,10,9,16,5,7,12,4,10,10,1
5750,69844,1092938,19218142,71091,860521,13433021,1133075,13679477,20166795,5750,-401533156,2.80E+13,-1.96E+18,-408702159,2.85E+13,-1.99E+18,2.91E+13,-2.03E+18,-2.06E+18,3.51E+27,-3.36E+29,2.35E+35,-3.48E+39,-3.36E+29,1.22E+34,-2.91E+38,2.35E+35,-2.91E+38,-3.48E+39,39,2,16,38,17,35,13,10,17,52,21,20,47,23,48,64,23,23,5,16,0,11,1,13,4,11,3,14,5,20,15,16,17,11,1,8,20,9,16,8,11,4,14,5,12,13,1,10,4,12,10,18,20,10,6,12,12,20,10,15,1,5,7,1,10,16,4,1,1,4,18,20,5,16,1,8,14,9,8,6,4,15,1,10,14,16,13,17,16,14,8,10,6,4,8,10,18,14,11,16,3,17,14,15,7,10,12,16,3,10,4,18,18,18,14,17,5,7,6,6,10,10,14,1
15310,306234,8073764,239260080,305787,6060775,159500541,7925867,156330791,230242155,15310,-4688136306,1.44E+15,-4.40E+20,-4681293183,1.43E+15,-4.39E+20,1.43E+15,-4.38E+20,-4.38E+20,7.38E+51,1.85E+53,6.99E+60,-4.09E+65,1.85E+53,3.42E+59,-2.89E+64,6.99E+60,-2.89E+64,-4.09E+65,130,56,56,90,56,117,29,34,48,151,32,32,117,55,98,139,87,94,31,33,0,11,17,13,1,2,13,10,10,10,16,18,8,10,16,10,15,10,1,1,1,5,3,13,1,13,16,1,2,16,1,10,1,16,6,18,10,20,6,1,5,16,10,14,3,10,5,13,17,8,1,16,6,2,16,19,17,10,4,12,13,3,13,17,9,20,16,10,20,10,15,5,12,15,14,4,14,18,2,1,7,5,1,13,15,10,10,13,10,3,7,20,10,18,12,5,17,2,10,15,13,16,13,1
11756,208882,4920628,130665700,204706,3638428,85801548,4673124,83076364,120114406,11756,-2455407910,5.13E+14,-1.07E+20,-2406319030,5.03E+14,-1.05E+20,4.93E+14,-1.03E+20,-1.01E+20,2.87E+45,9.17E+47,1.51E+54,-6.33E+58,9.17E+47,7.65E+52,-4.31E+57,1.51E+54,-4.31E+57,-6.33E+58,114,23,64,87,44,76,34,26,48,168,18,22,68,59,82,83,52,77,18,24,0,11,15,13,15,6,1,1,5,1,1,6,13,13,6,3,10,7,10,6,17,1,8,6,5,1,6,1,8,19,15,16,15,16,13,1,11,16,17,10,10,3,8,9,16,16,18,10,15,14,18,14,18,2,13,16,5,15,15,15,17,4,14,3,13,6,16,1,16,1,3,13,14,4,13,1,17,6,1,19,9,13,6,3,6,18,4,5,5,1,7,11,15,10,11,10,9,9,6,4,6,15,14,1
1779,13370,127754,1372352,12362,91433,857813,109354,802541,1083470,1779,-23771860,3.18E+11,-4.24E+15,-21979636,2.94E+11,-3.92E+15,2.72E+11,-3.63E+15,-3.36E+15,3.67E+15,2.83E+17,1.58E+22,-3.90E+25,2.83E+17,8.50E+20,-3.09E+24,1.58E+22,-3.09E+24,-3.90E+25,16,3,9,12,6,10,3,7,10,20,2,4,17,20,7,13,6,10,1,2,0,11,1,1,13,10,6,6,11,5,16,6,14,13,13,6,13,13,14,1,13,13,6,10,13,6,14,1,16,10,10,14,1,1,13,6,1,13,15,13,16,16,16,17,10,18,3,4,10,4,16,16,5,4,1,2,5,1,16,10,18,16,14,3,20,18,12,6,17,3,14,4,4,8,15,17,6,18,3,14,2,8,14,9,5,10,3,8,1,15,14,17,4,2,5,5,10,14,9,15,10,14,10,1
5406,64073,1000279,17646233,64727,758977,11849429,1004611,11698711,17410217,5406,-346314565,2.22E+13,-1.42E+18,-349849435,2.24E+13,-1.44E+18,2.26E+13,-1.45E+18,-1.47E+18,3.30E+27,4.59E+28,2.11E+35,-2.93E+39,4.59E+28,1.10E+34,-2.31E+38,2.11E+35,-2.31E+38,-2.93E+39,35,6,22,41,14,24,12,26,49,40,14,27,36,13,23,47,42,27,3,15,0,11,16,15,6,13,4,4,18,12,15,10,17,4,12,17,20,15,12,18,18,4,14,5,12,13,6,10,15,12,10,8,12,10,6,9,12,20,4,9,1,18,12,1,11,8,10,1,6,9,1,20,20,3,6,18,1,9,8,6,4,8,1,17,6,16,13,18,16,17,4,10,6,7,18,10,8,4,8,16,16,17,7,9,9,10,12,4,17,10,3,4,12,5,9,9,5,7,9,4,8,8,7,1
5706,67472,1048838,18439118,67805,802229,12504071,1043659,12316225,17996105,5706,-384927760,2.60E+13,-1.75E+18,-386827525,2.61E+13,-1.76E+18,2.62E+13,-1.77E+18,-1.78E+18,3.49E+27,1.36E+29,2.20E+35,-3.01E+39,1.36E+29,1.14E+34,-2.35E+38,2.20E+35,-2.35E+38,-3.01E+39,32,1,19,41,14,28,11,12,20,59,9,19,41,26,46,67,24,30,4,13,0,11,16,6,18,12,16,3,10,10,7,15,16,17,10,16,18,20,12,12,10,11,3,14,5,12,13,6,10,14,9,10,18,17,10,6,12,16,20,8,9,1,5,14,1,10,1,10,17,16,4,1,20,5,16,1,10,1,9,11,6,4,14,1,10,16,17,10,16,16,15,16,10,6,3,18,10,8,14,8,16,4,17,14,15,9,10,17,1,4,1,4,6,18,5,15,19,5,7,18,4,18,10,1
